old_name,speaker,label,new_name
7594.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7594.wav
7595.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7595.wav
7596.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7596.wav
7597.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7597.wav
7598.wav,Orson Welles,spoof,orson_welles_spoof_7598.wav
7599.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7599.wav
7600.wav,Donald Trump,spoof,donald_trump_spoof_7600.wav
7601.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_7601.wav
7602.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7602.wav
7603.wav,Alec Guinness,spoof,alec_guinness_spoof_7603.wav
7604.wav,Richard Nixon,spoof,richard_nixon_spoof_7604.wav
7605.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7605.wav
7606.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7606.wav
7607.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7607.wav
7608.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7608.wav
7609.wav,Gilbert Gottfried,spoof,gilbert_gottfried_spoof_7609.wav
7610.wav,Alec Guinness,spoof,alec_guinness_spoof_7610.wav
7611.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_7611.wav
7612.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7612.wav
7613.wav,Ayn Rand,spoof,ayn_rand_spoof_7613.wav
7614.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_7614.wav
7615.wav,Lyndon Johnson,bona-fide,lyndon_johnson_bona-fide_7615.wav
7616.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7616.wav
7617.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_7617.wav
7618.wav,Bill Clinton,spoof,bill_clinton_spoof_7618.wav
7619.wav,Alec Guinness,spoof,alec_guinness_spoof_7619.wav
7620.wav,FDR,spoof,fdr_spoof_7620.wav
7621.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7621.wav
7622.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7622.wav
7623.wav,Ayn Rand,spoof,ayn_rand_spoof_7623.wav
7624.wav,2Pac,spoof,2pac_spoof_7624.wav
7625.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_7625.wav
7626.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7626.wav
7627.wav,Alan Watts,spoof,alan_watts_spoof_7627.wav
7628.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7628.wav
7629.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7629.wav
7630.wav,Kanye West,spoof,kanye_west_spoof_7630.wav
7631.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_7631.wav
7632.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7632.wav
7633.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7633.wav
7634.wav,Alec Guinness,spoof,alec_guinness_spoof_7634.wav
7635.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_7635.wav
7636.wav,Alec Guinness,spoof,alec_guinness_spoof_7636.wav
7637.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7637.wav
7638.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7638.wav
7639.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7639.wav
7640.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7640.wav
7641.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7641.wav
7642.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7642.wav
7643.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7643.wav
7644.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7644.wav
7645.wav,Malcolm X,bona-fide,malcolm_x_bona-fide_7645.wav
7646.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7646.wav
7647.wav,Alec Guinness,spoof,alec_guinness_spoof_7647.wav
7648.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7648.wav
7649.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_7649.wav
7650.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7650.wav
7651.wav,Milton Friedman,bona-fide,milton_friedman_bona-fide_7651.wav
7652.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_7652.wav
7653.wav,Alec Guinness,spoof,alec_guinness_spoof_7653.wav
7654.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_7654.wav
7655.wav,Boris Johnson,bona-fide,boris_johnson_bona-fide_7655.wav
7656.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7656.wav
7657.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7657.wav
7658.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7658.wav
7659.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_7659.wav
7660.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7660.wav
7661.wav,Ayn Rand,spoof,ayn_rand_spoof_7661.wav
7662.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_7662.wav
7663.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7663.wav
7664.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7664.wav
7665.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7665.wav
7666.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7666.wav
7667.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7667.wav
7668.wav,Louis Farrakhan,spoof,louis_farrakhan_spoof_7668.wav
7669.wav,Bill Clinton,spoof,bill_clinton_spoof_7669.wav
7670.wav,JFK,bona-fide,jfk_bona-fide_7670.wav
7671.wav,Alec Guinness,spoof,alec_guinness_spoof_7671.wav
7672.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7672.wav
7673.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7673.wav
7674.wav,Alan Watts,spoof,alan_watts_spoof_7674.wav
7675.wav,George W. Bush,bona-fide,george_w._bush_bona-fide_7675.wav
7676.wav,Martin Luther King,spoof,martin_luther_king_spoof_7676.wav
7677.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_7677.wav
7678.wav,Ayn Rand,spoof,ayn_rand_spoof_7678.wav
7679.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7679.wav
7680.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7680.wav
7681.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7681.wav
7682.wav,Alec Guinness,spoof,alec_guinness_spoof_7682.wav
7683.wav,Tucker Carlson,spoof,tucker_carlson_spoof_7683.wav
7684.wav,Adam Driver,spoof,adam_driver_spoof_7684.wav
7685.wav,The Notorious B.I.G.,spoof,the_notorious_b.i.g._spoof_7685.wav
7686.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7686.wav
7687.wav,Alan Watts,bona-fide,alan_watts_bona-fide_7687.wav
7688.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_7688.wav
7689.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7689.wav
7690.wav,Dwight Eisenhower,bona-fide,dwight_eisenhower_bona-fide_7690.wav
7691.wav,Bill Clinton,spoof,bill_clinton_spoof_7691.wav
7692.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_7692.wav
7693.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7693.wav
7694.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7694.wav
7695.wav,Ayn Rand,spoof,ayn_rand_spoof_7695.wav
7696.wav,Bill Clinton,spoof,bill_clinton_spoof_7696.wav
7697.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_7697.wav
7698.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7698.wav
7699.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7699.wav
7700.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7700.wav
7701.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7701.wav
7702.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7702.wav
7703.wav,Nelson Mandela,bona-fide,nelson_mandela_bona-fide_7703.wav
7704.wav,FDR,spoof,fdr_spoof_7704.wav
7705.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_7705.wav
7706.wav,Nelson Mandela,spoof,nelson_mandela_spoof_7706.wav
7707.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7707.wav
7708.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7708.wav
7709.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7709.wav
7710.wav,Gilbert Gottfried,bona-fide,gilbert_gottfried_bona-fide_7710.wav
7711.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_7711.wav
7712.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7712.wav
7713.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7713.wav
7714.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7714.wav
7715.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_7715.wav
7716.wav,Ayn Rand,spoof,ayn_rand_spoof_7716.wav
7717.wav,Ayn Rand,spoof,ayn_rand_spoof_7717.wav
7718.wav,Bill Clinton,spoof,bill_clinton_spoof_7718.wav
7719.wav,Alec Guinness,spoof,alec_guinness_spoof_7719.wav
7720.wav,Winston Churchill,spoof,winston_churchill_spoof_7720.wav
7721.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_7721.wav
7722.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_7722.wav
7723.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7723.wav
7724.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_7724.wav
7725.wav,JFK,bona-fide,jfk_bona-fide_7725.wav
7726.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7726.wav
7727.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7727.wav
7728.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7728.wav
7729.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7729.wav
7730.wav,Mark Zuckerberg,bona-fide,mark_zuckerberg_bona-fide_7730.wav
7731.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_7731.wav
7732.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7732.wav
7733.wav,Alan Watts,bona-fide,alan_watts_bona-fide_7733.wav
7734.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7734.wav
7735.wav,Ronald Reagan,spoof,ronald_reagan_spoof_7735.wav
7736.wav,Richard Nixon,spoof,richard_nixon_spoof_7736.wav
7737.wav,Alec Guinness,spoof,alec_guinness_spoof_7737.wav
7738.wav,Ayn Rand,spoof,ayn_rand_spoof_7738.wav
7739.wav,2Pac,spoof,2pac_spoof_7739.wav
7740.wav,Alec Guinness,spoof,alec_guinness_spoof_7740.wav
7741.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7741.wav
7742.wav,Alec Guinness,spoof,alec_guinness_spoof_7742.wav
7743.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7743.wav
7744.wav,Adam Driver,spoof,adam_driver_spoof_7744.wav
7745.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7745.wav
7746.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7746.wav
7747.wav,The Notorious B.I.G.,spoof,the_notorious_b.i.g._spoof_7747.wav
7748.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_7748.wav
7749.wav,Alexandria Ocasio-Cortez,bona-fide,alexandria_ocasio-cortez_bona-fide_7749.wav
7750.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_7750.wav
7751.wav,Ayn Rand,spoof,ayn_rand_spoof_7751.wav
7752.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7752.wav
7753.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7753.wav
7754.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7754.wav
7755.wav,Dwight Eisenhower,spoof,dwight_eisenhower_spoof_7755.wav
7756.wav,Barack Obama,spoof,barack_obama_spoof_7756.wav
7757.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7757.wav
7758.wav,Adam Driver,bona-fide,adam_driver_bona-fide_7758.wav
7759.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_7759.wav
7760.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7760.wav
7761.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7761.wav
7762.wav,John Cleese,spoof,john_cleese_spoof_7762.wav
7763.wav,Bill Burr,bona-fide,bill_burr_bona-fide_7763.wav
7764.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7764.wav
7765.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_7765.wav
7766.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_7766.wav
7767.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_7767.wav
7768.wav,Ayn Rand,spoof,ayn_rand_spoof_7768.wav
7769.wav,Louis Farrakhan,spoof,louis_farrakhan_spoof_7769.wav
7770.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7770.wav
7771.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_7771.wav
7772.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7772.wav
7773.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_7773.wav
7774.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7774.wav
7775.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7775.wav
7776.wav,Dwight Eisenhower,bona-fide,dwight_eisenhower_bona-fide_7776.wav
7777.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_7777.wav
7778.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7778.wav
7779.wav,Bill Clinton,spoof,bill_clinton_spoof_7779.wav
7780.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7780.wav
7781.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_7781.wav
7782.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7782.wav
7783.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_7783.wav
7784.wav,Ayn Rand,spoof,ayn_rand_spoof_7784.wav
7785.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7785.wav
7786.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7786.wav
7787.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_7787.wav
7788.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7788.wav
7789.wav,Nick Offerman,bona-fide,nick_offerman_bona-fide_7789.wav
7790.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7790.wav
7791.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7791.wav
7792.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7792.wav
7793.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7793.wav
7794.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7794.wav
7795.wav,Winston Churchill,spoof,winston_churchill_spoof_7795.wav
7796.wav,Martin Luther King,spoof,martin_luther_king_spoof_7796.wav
7797.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_7797.wav
7798.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7798.wav
7799.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_7799.wav
7800.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_7800.wav
7801.wav,Dave Chappelle,spoof,dave_chappelle_spoof_7801.wav
7802.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7802.wav
7803.wav,Milton Friedman,bona-fide,milton_friedman_bona-fide_7803.wav
7804.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_7804.wav
7805.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7805.wav
7806.wav,Kanye West,spoof,kanye_west_spoof_7806.wav
7807.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7807.wav
7808.wav,2Pac,spoof,2pac_spoof_7808.wav
7809.wav,Winston Churchill,spoof,winston_churchill_spoof_7809.wav
7810.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7810.wav
7811.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7811.wav
7812.wav,Queen Elizabeth II,bona-fide,queen_elizabeth_ii_bona-fide_7812.wav
7813.wav,Ronald Reagan,spoof,ronald_reagan_spoof_7813.wav
7814.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7814.wav
7815.wav,Donald Trump,spoof,donald_trump_spoof_7815.wav
7816.wav,Martin Luther King,spoof,martin_luther_king_spoof_7816.wav
7817.wav,Dwight Eisenhower,bona-fide,dwight_eisenhower_bona-fide_7817.wav
7818.wav,George Carlin,spoof,george_carlin_spoof_7818.wav
7819.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7819.wav
7820.wav,Orson Welles,spoof,orson_welles_spoof_7820.wav
7821.wav,Nelson Mandela,spoof,nelson_mandela_spoof_7821.wav
7822.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_7822.wav
7823.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7823.wav
7824.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7824.wav
7825.wav,Nelson Mandela,spoof,nelson_mandela_spoof_7825.wav
7826.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_7826.wav
7827.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7827.wav
7828.wav,Alan Watts,spoof,alan_watts_spoof_7828.wav
7829.wav,Alan Watts,bona-fide,alan_watts_bona-fide_7829.wav
7830.wav,JFK,bona-fide,jfk_bona-fide_7830.wav
7831.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7831.wav
7832.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7832.wav
7833.wav,Ronald Reagan,spoof,ronald_reagan_spoof_7833.wav
7834.wav,Alec Guinness,spoof,alec_guinness_spoof_7834.wav
7835.wav,Ronald Reagan,spoof,ronald_reagan_spoof_7835.wav
7836.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7836.wav
7837.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7837.wav
7838.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7838.wav
7839.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7839.wav
7840.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7840.wav
7841.wav,Milton Friedman,spoof,milton_friedman_spoof_7841.wav
7842.wav,Ronald Reagan,spoof,ronald_reagan_spoof_7842.wav
7843.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_7843.wav
7844.wav,George Carlin,bona-fide,george_carlin_bona-fide_7844.wav
7845.wav,Ronald Reagan,spoof,ronald_reagan_spoof_7845.wav
7846.wav,Ronald Reagan,spoof,ronald_reagan_spoof_7846.wav
7847.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7847.wav
7848.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_7848.wav
7849.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7849.wav
7850.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7850.wav
7851.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7851.wav
7852.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7852.wav
7853.wav,Alec Guinness,spoof,alec_guinness_spoof_7853.wav
7854.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_7854.wav
7855.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_7855.wav
7856.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_7856.wav
7857.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_7857.wav
7858.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_7858.wav
7859.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7859.wav
7860.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7860.wav
7861.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7861.wav
7862.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7862.wav
7863.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_7863.wav
7864.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7864.wav
7865.wav,JFK,bona-fide,jfk_bona-fide_7865.wav
7866.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7866.wav
7867.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7867.wav
7868.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_7868.wav
7869.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7869.wav
7870.wav,Alec Guinness,spoof,alec_guinness_spoof_7870.wav
7871.wav,Mitch Hedberg,spoof,mitch_hedberg_spoof_7871.wav
7872.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7872.wav
7873.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_7873.wav
7874.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7874.wav
7875.wav,Jerry Seinfeld,spoof,jerry_seinfeld_spoof_7875.wav
7876.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7876.wav
7877.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_7877.wav
7878.wav,Louis C.K.,spoof,louis_c.k._spoof_7878.wav
7879.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_7879.wav
7880.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7880.wav
7881.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7881.wav
7882.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7882.wav
7883.wav,The Notorious B.I.G.,spoof,the_notorious_b.i.g._spoof_7883.wav
7884.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7884.wav
7885.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7885.wav
7886.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_7886.wav
7887.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7887.wav
7888.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7888.wav
7889.wav,Louis Farrakhan,spoof,louis_farrakhan_spoof_7889.wav
7890.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7890.wav
7891.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7891.wav
7892.wav,FDR,spoof,fdr_spoof_7892.wav
7893.wav,Ayn Rand,spoof,ayn_rand_spoof_7893.wav
7894.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7894.wav
7895.wav,Ayn Rand,spoof,ayn_rand_spoof_7895.wav
7896.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_7896.wav
7897.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7897.wav
7898.wav,Nelson Mandela,spoof,nelson_mandela_spoof_7898.wav
7899.wav,Ayn Rand,spoof,ayn_rand_spoof_7899.wav
7900.wav,2Pac,spoof,2pac_spoof_7900.wav
7901.wav,Ayn Rand,spoof,ayn_rand_spoof_7901.wav
7902.wav,Alan Watts,spoof,alan_watts_spoof_7902.wav
7903.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7903.wav
7904.wav,Alan Watts,spoof,alan_watts_spoof_7904.wav
7905.wav,Ayn Rand,spoof,ayn_rand_spoof_7905.wav
7906.wav,Ayn Rand,spoof,ayn_rand_spoof_7906.wav
7907.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7907.wav
7908.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7908.wav
7909.wav,Dwight Eisenhower,bona-fide,dwight_eisenhower_bona-fide_7909.wav
7910.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7910.wav
7911.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_7911.wav
7912.wav,Ronald Reagan,spoof,ronald_reagan_spoof_7912.wav
7913.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7913.wav
7914.wav,Ayn Rand,spoof,ayn_rand_spoof_7914.wav
7915.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7915.wav
7916.wav,Dwight Eisenhower,spoof,dwight_eisenhower_spoof_7916.wav
7917.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_7917.wav
7918.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7918.wav
7919.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7919.wav
7920.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7920.wav
7921.wav,Bernie Sanders,spoof,bernie_sanders_spoof_7921.wav
7922.wav,FDR,spoof,fdr_spoof_7922.wav
7923.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7923.wav
7924.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7924.wav
7925.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7925.wav
7926.wav,Lyndon Johnson,bona-fide,lyndon_johnson_bona-fide_7926.wav
7927.wav,Richard Nixon,bona-fide,richard_nixon_bona-fide_7927.wav
7928.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7928.wav
7929.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7929.wav
7930.wav,George Carlin,bona-fide,george_carlin_bona-fide_7930.wav
7931.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_7931.wav
7932.wav,Bill Burr,spoof,bill_burr_spoof_7932.wav
7933.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7933.wav
7934.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7934.wav
7935.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7935.wav
7936.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_7936.wav
7937.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7937.wav
7938.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7938.wav
7939.wav,Richard Nixon,bona-fide,richard_nixon_bona-fide_7939.wav
7940.wav,Orson Welles,spoof,orson_welles_spoof_7940.wav
7941.wav,FDR,spoof,fdr_spoof_7941.wav
7942.wav,George W. Bush,spoof,george_w._bush_spoof_7942.wav
7943.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_7943.wav
7944.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_7944.wav
7945.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_7945.wav
7946.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_7946.wav
7947.wav,Ayn Rand,spoof,ayn_rand_spoof_7947.wav
7948.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_7948.wav
7949.wav,Donald Trump,bona-fide,donald_trump_bona-fide_7949.wav
7950.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_7950.wav
7951.wav,Bill Clinton,spoof,bill_clinton_spoof_7951.wav
7952.wav,Bill Clinton,spoof,bill_clinton_spoof_7952.wav
7953.wav,Winston Churchill,spoof,winston_churchill_spoof_7953.wav
7954.wav,Milton Friedman,spoof,milton_friedman_spoof_7954.wav
7955.wav,JFK,spoof,jfk_spoof_7955.wav
7956.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_7956.wav
7957.wav,Milton Friedman,spoof,milton_friedman_spoof_7957.wav
7958.wav,Martin Luther King,spoof,martin_luther_king_spoof_7958.wav
7959.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_7959.wav
7960.wav,Barack Obama,bona-fide,barack_obama_bona-fide_7960.wav
7961.wav,Alec Guinness,spoof,alec_guinness_spoof_7961.wav
7962.wav,Calvin Coolidge,bona-fide,calvin_coolidge_bona-fide_7962.wav
